TIPO,NOMBRE,RELACION,TIPO,ENTIDAD,PORCENTAJE
Empresa,"MTV Networks Argentina SRL","Pertenece a",Holding,"Viacom, Inc.",100%
Empresa,"Multimedios del Oeste SA","Participa en",Medio,"Metro Live",100%
Empresa,"Multimedios del Oeste SA","Participa en",Empresa,"Multimedios del Oeste SA",100%
Empresa,"Multimedios del Oeste SA","Participa en",Empresa,"Radio Libertad SA",100%
Empresa,"Multimedios del Oeste SA","Pertenece a",Holding,"Corporación Infomedia SA",100%
Empresa,"Multimedios del Oeste SA","Pertenece a",Empresa,"Multimedios del Oeste SA",100%
Empresa,"Multimedios La Capital SA","Participa en",Empresa,"Editorial Diario La Capital SA",100%
Empresa,"Multimedios La Capital SA","Participa en",Empresa,"Medios de Comunicación Santa Fé SA",100%
Empresa,"Multimedios La Capital SA","Participa en",Empresa,"Voces SA",100%
Empresa,"Multimedios La Capital SA","Pertenece a",Empresa,"Uno Multimedios SA",100%
Empresa,"Multimedios Norte SA  Horizontes SA","Participa en",Medio,"El Tribuno de Tucumán",100%
Empresa,"Multimedios Norte SA  Horizontes SA","Pertenece a",Empresa,"Nefir SA",51%
Empresa,"Mundo Show SA","Participa en",Medio,"Super TC2000",100%
Empresa,"Mundo Show SA","Participa en",Medio,"TC 2000",100%
Empresa,"Mundo Show SA","Participa en",Medio,"TC Marketing SA",100%
Empresa,"Nefir SA","Participa en",Medio,"Al Rugby",100%
Empresa,"Nefir SA","Participa en",Medio,"Doc Salud",100%
Empresa,"Nefir SA","Participa en",Empresa,"El Alamo SA",100%
Empresa,"Nefir SA","Participa en",Empresa,"Multimedios Norte SA  Horizontes SA",51%
Empresa,"Nefir SA","Participa en",Medio,Premium,100%
Empresa,"Nefir SA","Participa en",Empresa,"SA The Buenos Aires Herald Ltd",100%
Empresa,"Nefir SA","Pertenece a",Holding,"SMI South Media Investments SA",60%
Empresa,"Nihuil SA","Participa en",Medio,Montecristo,100%
Empresa,"Nihuil SA","Participa en",Medio,"Radio Nihuil",100%
Empresa,"Nihuil SA","Pertenece a",Medio,Cortinker,99%
Empresa,"NRG SA","Participa en",Medio,"Radio Latina",100%
Empresa,"NRG SA","Pertenece a",Medio,"Alberto Pierri",50%
Empresa,"NRG SA","Pertenece a",Medio,"Silvina Pierri",50%
Empresa,"Nuevo Vehículo Aire 2  G Uno SA","Participa en",Empresa,"Fundación Grupo América SA",100%
Empresa,"Nuevo Vehículo Aire 2  G Uno SA","Participa en",Empresa,"Garey SA",5%
Empresa,"Nuevo Vehículo Aire 2  G Uno SA","Participa en",Empresa,"CVI Austral LLP",67.21%
Empresa,"Nuevo Vehículo Aire 2  G Uno SA","Participa en",Empresa,"Uno Multimedios SA",1%
Empresa,"Nuevo Vehículo Aire 2  G Uno SA","Pertenece a",Empresa,"Daniel Eduardo Vila",50%
Empresa,"Nuevo Vehículo Aire 2  G Uno SA","Pertenece a",Empresa,"Jose Luis Manzano",50%
Empresa,"Oportunidades SA","Participa en",Empresa,"Oportunidades SA",100%
Empresa,"Oportunidades SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Empresa,"Oportunidades SA","Pertenece a",Empresa,"Oportunidades SA",100%
Empresa,"Papel 2.0 SA","Pertenece a",Empresa,"Antonio Mata",60%
Empresa,"Papel Prensa SA","Participa en",Empresa,"Papel Prensa SA",0%
Empresa,"Papel Prensa SA","Participa en",Empresa,"Papel Prensa SA",100%
Empresa,"Papel Prensa SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",36.9%
Empresa,"Papel Prensa SA","Pertenece a",Empresa,"Papel Prensa SA",0%
Empresa,"Papel Prensa SA","Pertenece a",Empresa,"Papel Prensa SA",100%
Empresa,"Papel Prensa SA","Pertenece a",Empresa,"SA La Nación",22.5%
Empresa,"Papelera Tucumán SA","Pertenece a",Empresa,"Alberto Pierri",50%
Empresa,"Papelera Tucumán SA","Pertenece a",Empresa,"Silvina Pierri",50%
Empresa,"Parque de la Paz SA","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"Patagonik Film Group SA","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",33.3%
Empresa,"Patagonik Film Group SA","Pertenece a",Holding,"Buena Vista International, Inc.",33.3%
Empresa,"PEGSA Group SA","Participa en",Medio,ESPNPOLO.COM,100%
Empresa,"PEGSA Group SA","Participa en",Medio,ESPNRUN.COM,100%
Empresa,"PEGSA Group SA","Participa en",Medio,ESPNTENIS.COM,100%
Empresa,"PEGSA Group SA","Participa en",Medio,SCRUM.com,100%
Empresa,"PEGSA Group SA","Pertenece a",Holding,"Buena Vista International, Inc.",100%
Empresa,"PEGSA Group SA","Pertenece a",Holding,"Buena Vista International, Inc. & Agustín Pichot",100%
Empresa,"Perfil Entretenimientos SA","Participa en",Medio,"Perfil Móvil",100%
Empresa,"Perfil Entretenimientos SA","Pertenece a",Medio,"Jorge A. Fontevecchia",50%
Empresa,"Perfil Entretenimientos SA","Pertenece a",Medio,"Nelva López de Fontevecchia",50%
Empresa,"Perfil Periódicos SA","Participa en",Medio,"Diario Perfil",100%
Empresa,"Perfil Periódicos SA","Pertenece a",Medio,"Alberto Fontevecchia",50%
Empresa,"Perfil Periódicos SA","Pertenece a",Medio,"Jorge A. Fontevecchia",50%
Empresa,"Perfil Radiodifusiones SA","Participa en",Medio,"Amadeus Cultura Musical",100%
Empresa,"Perfil Radiodifusiones SA","Participa en",Medio,"Perfil FM",100%
Empresa,"Perfil Radiodifusiones SA","Participa en",Medio,"Radio América/ Perfil",100%
Empresa,"Perfil Radiodifusiones SA","Pertenece a",Medio,"Jorge A. Fontevecchia",95%
Empresa,"Perfil Radiodifusiones SA","Pertenece a",Medio,"Nelva López de Fontevecchia",5%
Empresa,"Perfil TV SA","Participa en",Medio,"Perfil TV",100%
Empresa,"Perfil TV SA","Pertenece a",Medio,"Alberto Fontevecchia",50%
Empresa,"Perfil TV SA","Pertenece a",Medio,"Jorge A. Fontevecchia",50%
Empresa,"Pol-Ka Producciones SA","Participa en",Empresa,"Estudios Baires SA",95%
Empresa,"Pol-Ka Producciones SA","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",55%
Empresa,"Pol-Ka Producciones SA","Pertenece a",Holding,"Grupo Clarín S.A.",55%
Empresa,"Prensa y Medios Santafesinos del Sur SA","Participa en",Medio,"Mitre Bahía Blanca",100%
Empresa,"Prensa y Medios Santafesinos del Sur SA","Pertenece a",Empresa,"Radio Mitre SA",100%
Empresa,"Prime Argentina SA","Participa en",Empresa,"Telearte SA",50%
Empresa,"Prime Argentina SA","Pertenece a",Holding,"Inversora de Medios y Comunicaciones SA",100%
Empresa,"Primicias Ya SRL","Participa en",Medio,"Primicias Ya",100%
Empresa,"Primicias Ya SRL","Pertenece a",Empresa,"América Medios SA",60%
Empresa,"Primicias Ya SRL","Pertenece a",Empresa,"América TV SA",40%
Empresa,"Prisa Radio","Participa en",Empresa,"GLR Services Inc.",100%
Empresa,"Prisa Radio","Pertenece a",Holding,Prisa,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"100% Lucha Revista",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,Bijouterie,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Buenas Ideas",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,CIMA,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,Cocina,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Cocina Light Del DR. Cormillot",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Como Estar Bien",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Crochet - Moldes - Tejido",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Diario de la Salud",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,Estética,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"FTV MAG",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,GABO,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"LHO Tejidos",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,LINDA,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Magallanes Media",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,Manualidades,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Mi Bebé",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Mis Tortas Decoradas",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Mujer Única",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Plan Deco",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,Popstar,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,Premium,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,Pronto,100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Publicaciones Publiexpress",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Saber Vivir",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Super TV Guía",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"The Economist Express",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Única Mamá",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Uno Mismo",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,"Vivir Mejor",100%
Empresa,"Producciones Publiexpress SA","Participa en",Medio,Yoga+,100%
Empresa,"Producciones Publiexpress SA","Pertenece a",Empresa,"IPESA SA",100%
Empresa,"Productora Federal SA","Participa en",Medio,"Telefe Interior",100%
Empresa,"Productora Federal SA","Participa en",Medio,"Telefe Internacional",100%
Empresa,"Productora Federal SA","Pertenece a",Empresa,"Televisión Federal - Telefe SA",100%
Empresa,"Produfe SA","Participa en",Medio,telefenoticias.com.ar,100%
Empresa,"Produfe SA","Pertenece a",Empresa,"Televisión Federal - Telefe SA",100%
Empresa,"Protel Patagónica SRL","Participa en",Medio,"Canal 9 Comodoro Rivadavia",100%
Empresa,"Protel Patagónica SRL","Pertenece a",Holding,"SMI South Media Investments SA",40%
Empresa,"Publicaciones Publiexpress SA","Pertenece a",Empresa,"IPESA SA",100%
Empresa,PubliexitoSA,"Participa en",Medio,"El Plata Informador",100%
Empresa,PubliexitoSA,"Pertenece a",Medio,"Daniel Kraiselburd",100%
Empresa,"Publirevistas SA","Participa en",Medio,"Espacio Living",0%
Empresa,"Publirevistas SA","Participa en",Medio,"Grupo de Revistas LN",0%
Empresa,"Publirevistas SA","Participa en",Medio,LN+,0%
Empresa,"Publirevistas SA","Participa en",Medio,Lugares,0%
Empresa,"Publirevistas SA","Participa en",Medio,"Revista Ahora Mamá",50%
Empresa,"Publirevistas SA","Pertenece a",Holding,"Grupo La Nación",100%
Empresa,"Publirevistas SA","Pertenece a",Empresa,"SA La Nación",100%
Empresa,"QB9 SA","Participa en",Medio,QB9,100%
Empresa,"QB9 SA","Pertenece a",Empresa,"CMD SA",95%
Empresa,"QB9 SA","Pertenece a",Empresa,"GC Minor SA",5%
Empresa,"Radio 3 Mendoza SA","Participa en",Medio,"Cadena 3 Mendoza",100%
Empresa,"Radio 3 Mendoza SA","Participa en",Medio,"Cadena 3 San Juan",100%
Empresa,"Radio 3 Mendoza SA","Participa en",Medio,"Cadena 3 San Luis",100%
Empresa,"Radio 3 Mendoza SA","Pertenece a",Empresa,"Radiodifusora del Centro SA",100%
Empresa,"Radio 3 SA","Participa en",Medio,"Cadena 3 Río Cuarto",100%
Empresa,"Radio 3 SA","Participa en",Medio,"Cadena 3 Ushuaia",100%
Empresa,"Radio 3 SA","Pertenece a",Empresa,"Radiodifusora del Centro SA",100%
Empresa,"Radio Emisora Cultural S.A.","Participa en",Medio,"AM 630 LS5 Radio Rivadavia",100%
Empresa,"Radio Emisora Cultural S.A.","Participa en",Medio,"Radio UNO FM 103.1",100%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Córdoba",0%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Córdoba",100%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Mar del Plata",0%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Mar del Plata",100%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Rosario",0%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Rosario",100%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Santa Fé",0%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Santa Fé",100%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Tucumán",0%
Empresa,"Radio Estereo SA","Participa en",Medio,"Continental Tucumán",100%
Empresa,"Radio Estereo SA","Pertenece a",Empresa,"Corporación Argentina de Radiodifusión SA",30%
Empresa,"Radio Estereo SA","Pertenece a",Empresa,"GLR Services Inc.",70%
Empresa,"Radio Inversiones SA","Participa en",Medio,"Cadena 3 Buenos Aires",100%
Empresa,"Radio Inversiones SA","Participa en",Medio,"Cadena 3 Neuquén",100%
Empresa,"Radio Inversiones SA","Participa en",Medio,"Cadena 3 Río Gallegos",100%
Empresa,"Radio Inversiones SA","Pertenece a",Empresa,"Radiodifusora del Centro SA",100%
Empresa,"Radio Libertad SA","Participa en",Medio,"AM 950 Belgrano",100%
Empresa,"Radio Libertad SA","Participa en",Medio,"BLUE 100.7",100%
Empresa,"Radio Libertad SA","Pertenece a",Holding,"Corporación Infomedia SA",20%
Empresa,"Radio Libertad SA","Pertenece a",Holding,"Jorge Pablo Brito",80%
Empresa,"Radio Libertad SA","Pertenece a",Empresa,"Multimedios del Oeste SA",100%
Empresa,"Radio Los Cerros SA","Participa en",Medio,Brava,100%
Empresa,"Radio Los Cerros SA","Participa en",Medio,"Brava San Juan",100%
Empresa,"Radio Los Cerros SA","Pertenece a",Empresa,"Uno Multimedios SA",49%
Empresa,"Radio Medios SA","Participa en",Empresa,"Difusora Baires SA",95%
Empresa,"Radio Medios SA","Participa en",Empresa,"Radio Panda SRL",95%
Empresa,"Radio Medios SA","Pertenece a",Holding,"Buena Vista International, Inc.",100%
Empresa,"Radio Mitre SA","Participa en",Empresa,"Cadena País Producciones Publicitarias SA",95.4%
Empresa,"Radio Mitre SA","Participa en",Empresa,"Cien Radios SA",96.53%
Empresa,"Radio Mitre SA","Participa en",Medio,"FM Del Lago",99.9%
Empresa,"Radio Mitre SA","Participa en",Empresa,"Frecuencia Producciones Publicitarias SA",94.72%
Empresa,"Radio Mitre SA","Participa en",Medio,"La 100",100%
Empresa,"Radio Mitre SA","Participa en",Medio,Mía,100%
Empresa,"Radio Mitre SA","Participa en",Medio,"Mitre CBA",100%
Empresa,"Radio Mitre SA","Participa en",Medio,"Mitre MZA",100%
Empresa,"Radio Mitre SA","Participa en",Medio,"Mitre Tucumán",100%
Empresa,"Radio Mitre SA","Participa en",Medio,"Nova Mix",100%
Empresa,"Radio Mitre SA","Participa en",Empresa,"Prensa y Medios Santafesinos del Sur SA",100%
Empresa,"Radio Mitre SA","Participa en",Empresa,"Radio Satel SA",100%
Empresa,"Radio Mitre SA","Participa en",Medio,"Radio X",100%
Empresa,"Radio Mitre SA","Pertenece a",Holding,"Grupo Clarín S.A.",96.5%
Empresa,"Radio Mitre SA","Pertenece a",Holding,"Grupo Clarín S.A.",100%
Empresa,"Radio Panda SRL","Pertenece a",Empresa,"Radio Medios SA",95%
Empresa,"Radio Productora 2000 SA","Participa en",Medio,"FM 97.5 VALE",100%
Empresa,"Radio Productora 2000 SA","Pertenece a",Empresa,"Medios y Participaciones SA",95%
Empresa,"Radio Puerto SA","Participa en",Medio,"La Red Rosario",100%
Empresa,"Radio Satel SA","Participa en",Medio,"Mitre Santa Fé",100%
Empresa,"Radio Satel SA","Pertenece a",Empresa,"Radio Mitre SA",100%
Empresa,"Radio Vision Jujuy S.A.","Participa en",Medio,"AM 221 LRK Radio Ciudad Perico",100%
Empresa,"Radio Vision Jujuy S.A.","Participa en",Medio,"Canal 7 Jujuy",100%
Empresa,"Radio Vision Jujuy S.A.","Participa en",Medio,"FM 97.7 Tropico",100%
Empresa,"Radio Vision Jujuy S.A.","Participa en",Medio,"LW5 Radio Libertador General San Martin",100%
Empresa,"Radio Vision Jujuy S.A.","Participa en",Medio,"LW8 AM 630 Radio San Salvador",100%
Empresa,"Radio Vision Jujuy S.A.","Participa en",Medio,SomosJujuy.com.ar,100%
Empresa,"Radio Vision Jujuy S.A.","Pertenece a",Medio,"Fernando Isidoro Pérez Paz",100%
Empresa,"Radio Vision Jujuy S.A.","Pertenece a",Medio,"Rafael Isaac Marciani",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 10 de San Juan",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 11 de Bahía Blanca",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 11 de Mendoza",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 11 de San Luis",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 11 del Partido de la Costa",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 12 de Bariloche",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 12 de Mar del Plata",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 12 de Neuquén",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 12 de Trenque Lauquen",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 12 de Tucumán",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 13 de Junín",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 13 de Rio Gallegos",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 2 de San Rafael",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 34 de Río Cuarto",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 4 de Córdoba",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 7 de Comodoro Rivadavia",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 7 de La Rioja",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 8 de La Pampa",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"Canal 9 de Jujuy",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,CLÁSICA,100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,FOLKLÓRICA,100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 10 USHUAIA E ISLAS MALVINAS",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 12 SANTO TOMÉ",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 13 BAHÍA BLANCA",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 14 SANTA FE",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 15 TUCUMÁN",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 16 LA QUIACA",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 18 RÍO TURBIO",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 19 PUERTO IGUAZÚ",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 2 VIEDMA",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 20 LAS LOMITAS",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 21 SANTIAGO DEL ESTERO",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 22 JUJUY",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 23 SAN JUAN",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 24 RÍO GRANDE",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 25 TARTAGAL",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 28 LA RIOJA",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 29 SAN LUIS",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 3 SANTA ROSA",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 4 SALTA",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 42 GUALEGUAYCHÚ",100%
Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE","Participa en",Medio,"LRA 43 NEUQUÉN",100%
