TIPO,NOMBRE,RELACION,TIPO,ENTIDAD,PORCENTAJE
Empresa,"El Cronista Comercial SA","Pertenece a",Empresa,"Uno Multimedios SA",20%
Empresa,"El Dia SAICyF","Participa en",Medio,#Locuratripera,100%
Empresa,"El Dia SAICyF","Participa en",Medio,#Soypincharrata,100%
Empresa,"El Dia SAICyF","Participa en",Medio,"Canal Deportivo",100%
Empresa,"El Dia SAICyF","Participa en",Medio,"Citybell Vive",100%
Empresa,"El Dia SAICyF","Participa en",Medio,"El Dia",100%
Empresa,"El Dia SAICyF","Participa en",Medio,"Hudson Presente",100%
Empresa,"El Dia SAICyF","Participa en",Medio,"Imágen Platense",100%
Empresa,"El Dia SAICyF","Participa en",Medio,"La Plata Vive",100%
Empresa,"El Dia SAICyF","Participa en",Medio,"Motores Argentinos",100%
Empresa,"El Dia SAICyF","Participa en",Medio,Notibonaerense.com,100%
Empresa,"El Dia SAICyF","Participa en",Medio,"Quilmes Presente",100%
Empresa,"El Dia SAICyF","Participa en",Medio,"TVS Television Selectiva",100%
Empresa,"El Dia SAICyF","Participa en",Medio,"Viviendas La Plata",100%
Empresa,"El Dia SAICyF","Pertenece a",Medio,"Daniel Kraiselburd",100%
Empresa,"El Jardín de la Argentina SA","Participa en",Medio,Jardín,0%
Empresa,"El Jardín de la Argentina SA","Pertenece a",Empresa,"SA La Nación",100%
Empresa,"El Liberal SA","Participa en",Medio,"El Liberal",100%
Empresa,"El Liberal SA","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"El Solaz SRL","Participa en",Medio,"Brava San Rafael",100%
Empresa,"El Solaz SRL","Participa en",Medio,"Radio 95 Siete",100%
Empresa,"El Solaz SRL","Pertenece a",Medio,"Daniel Eduardo Vila",50%
Empresa,"El Solaz SRL","Pertenece a",Medio,"Jose Luis Manzano",50%
Empresa,"Electroingeniería SA","Participa en",Medio,,100%
Empresa,"Emprendimientos Corporativos SA","Participa en",Medio,Ciudad1.com,100%
Empresa,"Emprendimientos Corporativos SA","Participa en",Medio,I-Profesional,100%
Empresa,"Enfisur Sociedad Anónima","Participa en",Empresa,"Enfisur Sociedad Anónima",100%
Empresa,"Enfisur Sociedad Anónima","Pertenece a",Empresa,ATCO,31.08%
Empresa,"Enfisur Sociedad Anónima","Pertenece a",Empresa,"Enfisur Sociedad Anónima",100%
Empresa,"ESPN Sur SRL","Participa en",Medio,"Disney And ESPN Media Networks LA",100%
Empresa,"ESPN Sur SRL","Participa en",Medio,ESPN,100%
Empresa,"ESPN Sur SRL","Participa en",Medio,"ESPN +",100%
Empresa,"ESPN Sur SRL","Participa en",Medio,"ESPN 2",100%
Empresa,"ESPN Sur SRL","Participa en",Medio,"ESPN 3",100%
Empresa,"ESPN Sur SRL","Participa en",Medio,"ESPN EXTRA",100%
Empresa,"ESPN Sur SRL","Participa en",Medio,"ESPN EXTRA POLO",100%
Empresa,"ESPN Sur SRL","Pertenece a",Holding,"Buena Vista International, Inc.",100%
Empresa,"Estante SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",4%
Empresa,"Estante SA","Pertenece a",Empresa,"Cúspide Libros SA",95%
Empresa,"Estudios Baires SA","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",5%
Empresa,"Estudios Baires SA","Pertenece a",Empresa,"Pol-Ka Producciones SA",95%
Empresa,"Eventos Producciones SA","Participa en",Medio,"Canal 26",100%
Empresa,"Eventos Producciones SA","Participa en",Medio,"Music Top",100%
Empresa,"Eventos Producciones SA","Participa en",Medio,"TLX Telemax",100%
Empresa,"Eventos Producciones SA","Pertenece a",Medio,"Alberto Pierri",50%
Empresa,"Eventos Producciones SA","Pertenece a",Medio,"Silvina Pierri",50%
Empresa,"Exposiciones Activas SA","Pertenece a",Empresa,"SA La Nación",100%
Empresa,"Facilcred SA","Pertenece a",Empresa,"Alberto Pierri",50%
Empresa,"Facilcred SA","Pertenece a",Empresa,"Silvina Pierri",50%
Empresa,"Fénix Entertainment Group SA","Participa en",Medio,"La 990 (AM)",100%
Empresa,"Fénix Entertainment Group SA","Participa en",Medio,"Rock & Pop",100%
Empresa,"Fénix Entertainment Group SA","Participa en",Medio,"Rock & Pop ( Mar del Plata)",100%
Empresa,"Fénix Entertainment Group SA","Pertenece a",Medio,"Marcelo Fígoli",100%
Empresa,"Ferias y Exposiciones Argentinas SA","Participa en",Empresa,"Ferias y Exposiciones Argentinas SA",100%
Empresa,"Ferias y Exposiciones Argentinas SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",96.8%
Empresa,"Ferias y Exposiciones Argentinas SA","Pertenece a",Empresa,"Ferias y Exposiciones Argentinas SA",100%
Empresa,"Ferias y Exposiciones Argentinas SA","Pertenece a",Empresa,"GC Minor SA",100%
Empresa,"Fio Fio Producciones S.A","Participa en",Medio,"AM 1070 RADIO EL MUNDO",50%
Empresa,"FM Aeropuerto SRL","Participa en",Medio,Latinos,100%
Empresa,"FM Aeropuerto SRL","Pertenece a",Medio,"Rodrigo Octavio Videla",95%
Empresa,"FM Del Mar SRL","Pertenece a",Holding,"SMI South Media Investments SA",40%
Empresa,"FM Diez La 99.1 SA","Participa en",Medio,"Exito FM 99.1",100%
Empresa,"FM Diez La 99.1 SA","Pertenece a",Medio,"Daniel Kraiselburd",100%
Empresa,"FM La Redonda SA &#8211; El Dia SA","Participa en",Medio,"La Redonda",100%
Empresa,"FM La Redonda SA &#8211; El Dia SA","Pertenece a",Medio,"Daniel Kraiselburd",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Baby TV",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Canal 24 Horas",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,Cinecanal,100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,Fox,100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Fox App",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Fox Life",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Fox News",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Fox Sports",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Fox Sports 2",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Fox Sports Premium",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,FX,100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,FXM,100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Nat Geo Kids",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"Nat Geo Wild",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"National Geographic",100%
Empresa,"Fox Networks Group Latin America","Participa en",Medio,"TV Chile",100%
Empresa,"Fox Networks Group Latin America","Pertenece a",Holding,"Fox Networks Group",100%
Empresa,"Frecuencia Producciones Publicitarias SA","Participa en",Medio,FPP,100%
Empresa,"Frecuencia Producciones Publicitarias SA","Pertenece a",Empresa,"Radio Mitre SA",94.72%
Empresa,"Full Express SRL","Pertenece a",Empresa,"Alberto Pierri",50%
Empresa,"Full Express SRL","Pertenece a",Empresa,"Silvina Pierri",50%
Empresa,"Fundación Cultural","Participa en",Empresa,"Fundación Cultural",100%
Empresa,"Fundación Cultural","Pertenece a",Empresa,"Fundación Cultural",100%
Empresa,"Fundación Cultural","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"Fundación Grupo América SA","Pertenece a",Empresa,"Nuevo Vehículo Aire 2  G Uno SA",100%
Empresa,"Fundación Hamburgo","Participa en",Empresa,"Fundación Hamburgo",100%
Empresa,"Fundación Hamburgo","Pertenece a",Empresa,"Fundación Hamburgo",100%
Empresa,"Fundación Hamburgo","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"Fundación La Nación","Participa en",Empresa,"Fundación La Nación",0%
Empresa,"Fundación La Nación","Pertenece a",Empresa,"Fundación La Nación",0%
Empresa,"Fundación La Nación","Pertenece a",Empresa,"SA La Nación",100%
Empresa,"Fundación Litoral","Participa en",Empresa,"Fundación Litoral",100%
Empresa,"Fundación Litoral","Pertenece a",Empresa,"Fundación Litoral",100%
Empresa,"Fundación Noble","Participa en",Empresa,"Fundación Noble",100%
Empresa,"Fundación Noble","Pertenece a",Empresa,"Fundación Noble",100%
Empresa,"Fundación Noble","Pertenece a",Holding,"Grupo Clarín S.A.",100%
Empresa,"Fundación Octubre Trabajadores de Edificios","Pertenece a",Holding,"Víctor Santa María",5%
Empresa,"Fundación Perfil","Pertenece a",Empresa,"Editorial Perfil SA",100%
Empresa,"Garey SA","Pertenece a",Empresa,"Nuevo Vehículo Aire 2  G Uno SA",5%
Empresa,"Garey SA","Pertenece a",Empresa,"CVI Austral LLP",95%
Empresa,"GC Gestión Compartida SA","Participa en",Empresa,"Gestión de Riegos SA",95%
Empresa,"GC Gestión Compartida SA","Pertenece a",Holding,"Grupo Clarín S.A.",97.5%
Empresa,"GC Investments","Participa en",Empresa,"CIMECO - Compañia Inversora en Medios de Comunicación SA",6.53%
Empresa,"GC Investments","Pertenece a",Holding,"Grupo Clarín S.A.",100%
Empresa,"GC Minor SA","Participa en",Empresa,"Cien Radios SA",3.47%
Empresa,"GC Minor SA","Participa en",Empresa,"Ferias y Exposiciones Argentinas SA",100%
Empresa,"GC Minor SA","Participa en",Empresa,"Gestión de Riegos SA",5%
Empresa,"GC Minor SA","Participa en",Empresa,"QB9 SA",5%
Empresa,"GC Minor SA","Participa en",Empresa,"Si Musica SA",5%
Empresa,"GC Minor SA","Participa en",Empresa,"Tecnología Digital SA",100%
Empresa,"GC Minor SA","Participa en",Empresa,"Tinta Fresca",100%
Empresa,"GC Minor SA","Pertenece a",Holding,"Grupo Clarín S.A.",95.6%
Empresa,"Gestión de Riegos SA","Pertenece a",Empresa,"GC Gestión Compartida SA",95%
Empresa,"Gestión de Riegos SA","Pertenece a",Empresa,"GC Minor SA",5%
Empresa,"GLR Services Inc.","Participa en",Medio,"Grupo Latino de Radio",100%
Empresa,"GLR Services Inc.","Participa en",Empresa,"LS4 Radio Continental SA",70%
Empresa,"GLR Services Inc.","Participa en",Empresa,"Radio Estereo SA",70%
Empresa,"GLR Services Inc.","Pertenece a",Empresa,"Prisa Radio",100%
Empresa,"GP Producciones SA","Participa en",Medio,"Gran Pez",100%
Empresa,"GP Producciones SA","Pertenece a",Medio,BBC,35%
Empresa,"GP Producciones SA","Pertenece a",Medio,"Gastón Portal",25%
Empresa,"GP Producciones SA","Pertenece a",Holding,"Grupo Octubre - Fundación Octubre Trabajadores de Edificios",40%
Empresa,"Gratuitos del Aire SA","Participa en",Empresa,"Gratuitos del Aire SA",100%
Empresa,"Gratuitos del Aire SA","Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",50%
Empresa,"Gratuitos del Aire SA","Pertenece a",Empresa,"Gratuitos del Aire SA",100%
Empresa,"Gregorio Fridman/Ronda","Pertenece a",Empresa,"Ronda Studios SA",100%
Empresa,"Grupo Albavisión","Pertenece a",Holding,"Inversora de Medios y Comunicaciones SA",0%
Empresa,"Grupo Cadena 3 Argentina","Pertenece a",Empresa,"Radiodifusora del Centro SA",100%
Empresa,"Grupo Infobae","Participa en",Empresa,"Grupo Infobae",100%
Empresa,"Grupo Infobae","Pertenece a",Empresa,"Grupo Infobae",100%
Empresa,"Grupo Infobae","Pertenece a",Holding,"Grupo Infobae SA",100%
Empresa,"Grupo Q SA","Participa en",Empresa,"La revista de Susana",50%
Empresa,"Grupo Televisión Litoral S.A.","Participa en",Medio,"AM 1230 LT2 Radio 2",100%
Empresa,"Grupo Televisión Litoral S.A.","Participa en",Medio,"Canal 3 Rosario",100%
Empresa,"Grupo Televisión Litoral S.A.","Participa en",Medio,"FM 93.1 Frecuencia Plus",100%
Empresa,"Grupo Televisión Litoral S.A.","Participa en",Medio,"FM 94.7 Radio Cataratas",100%
Empresa,"Grupo Televisión Litoral S.A.","Participa en",Medio,"FM 97.9 Vida",100%
Empresa,"Grupo Televisión Litoral S.A.","Participa en",Medio,Rosario3.com,100%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Alberto Ciro Gollán",19.84%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Ana Cecilia Gollán",19.84%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Angel Cardoso",3.24%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Avelino Méndez",15.22%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Beatriz María Gollán de Méndez",19.84%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Carlos Ernesto Daumas",12.88%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Claudio Katester",2.7%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Desireé Katester",2.7%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Gustavo Scaglione",27.5%
Empresa,"Grupo Televisión Litoral S.A.","Pertenece a",Medio,"Josefina Daminato",27.5%
Empresa,"Grupo TV-SA","Participa en",Empresa,"Cintelba SA",100%
Empresa,"Grupo TV-SA","Participa en",Empresa,"DecoTeve SA",100%
Empresa,"Grupo TV-SA","Participa en",Empresa,"Mareuba SA",100%
Empresa,"Grupo TV-SA","Participa en",Empresa,"Megavision Santiago SA",100%
Empresa,"Grupo TV-SA","Participa en",Empresa,"Teledifusora SA",100%
Empresa,"Grupo TV-SA","Pertenece a",Empresa,"Bedea SA",100%
Empresa,"Guido A. Anghilante  Uno Multimedios","Participa en",Medio,"La Red Victoria",100%
Empresa,"Guido A. Anghilante  Uno Multimedios","Participa en",Medio,"Radio Victoria",100%
Empresa,"Guido A. Anghilante  Uno Multimedios","Pertenece a",Empresa,"Uno Multimedios SA",100%
Empresa,"Hamburgo CIA de Seguros SA","Participa en",Medio,"Hamburgo Seguros",100%
Empresa,"Hamburgo CIA de Seguros SA","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"HBO Latin America Group","Participa en",Medio,A&E,100%
Empresa,"HBO Latin America Group","Participa en",Medio,"A&E hd",100%
Empresa,"HBO Latin America Group","Participa en",Medio,Axn,100%
Empresa,"HBO Latin America Group","Participa en",Medio,"Axn hd",100%
Empresa,"HBO Latin America Group","Participa en",Medio,Cinemax,100%
Empresa,"HBO Latin America Group","Participa en",Medio,"E Entertainment Television",100%
Empresa,"HBO Latin America Group","Participa en",Medio,HBO,100%
Empresa,"HBO Latin America Group","Participa en",Medio,"HBO Family",100%
Empresa,"HBO Latin America Group","Participa en",Medio,"HBO Signature",100%
Empresa,"HBO Latin America Group","Participa en",Medio,HBO2,100%
Empresa,"HBO Latin America Group","Participa en",Medio,HBOPlus,100%
Empresa,"HBO Latin America Group","Participa en",Medio,"History Channel",100%
Empresa,"HBO Latin America Group","Participa en",Medio,"History Channel 2",100%
Empresa,"HBO Latin America Group","Participa en",Medio,"History Channel HD",100%
Empresa,"HBO Latin America Group","Participa en",Medio,Lifetime,100%
Empresa,"HBO Latin America Group","Participa en",Medio,Max,100%
Empresa,"HBO Latin America Group","Participa en",Medio,"Max prime",100%
Empresa,"HBO Latin America Group","Participa en",Medio,"Max up",100%
Empresa,"HBO Latin America Group","Participa en",Medio,Studio,100%
Empresa,"HBO Latin America Group","Participa en",Medio,"Studio HD",100%
Empresa,"HBO Latin America Group","Participa en",Medio,Syfy,100%
Empresa,"HBO Latin America Group","Participa en",Medio,Telemundo,100%
Empresa,"HBO Latin America Group","Participa en",Medio,"Universal Channel",100%
Empresa,"HBO Latin America Group","Participa en",Medio,"Universal Channel HD",100%
Empresa,"HBO Latin America Group","Participa en",Medio,"Warner Channel",100%
Empresa,"HBO Latin America Group","Participa en",Medio,"Warner TV HD",100%
Empresa,"HBO Latin America Group","Pertenece a",Holding,"Time Warner Entertainment Company, L.P. + Ole Communications Group",100%
Empresa,"Hermitage SA","Participa en",Medio,"Avenida del Mar",100%
Empresa,"Hermitage SA","Participa en",Medio,"Hermitage Hotel",100%
Empresa,"Hermitage SA","Pertenece a",Medio,"Juan Carlos Aldrey",100%
Empresa,"HFS Media SA","Participa en",Empresa,"IMC Radios SA",5%
Empresa,"HFS Media SA","Participa en",Empresa,"Telearte SA",50%
Empresa,"HFS Media SA","Participa en",Empresa,"Televisión ABC SA",5%
Empresa,"HFS Media SA","Pertenece a",Holding,"Inversora de Medios y Comunicaciones SA",100%
Empresa,"Hola SA","Participa en",Medio,"Hola! (Argentina)",0%
Empresa,"Hola SA","Pertenece a",Empresa,"SA La Nación",51%
Empresa,"Hotel Carlos V UTE","Participa en",Medio,"American Carlos V Hotel & Casino",100%
Empresa,"Hotel Carlos V UTE","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"HSM Argentina SA","Participa en",Medio,Expomanagement,0%
Empresa,"HSM Argentina SA","Participa en",Medio,Gestión,0%
Empresa,"HSM Argentina SA","Participa en",Medio,Intermanagers.com,0%
Empresa,"HSM Argentina SA","Pertenece a",Empresa,"SA La Nación",50%
Empresa,"Ideas del Sur SA","Pertenece a",Holding,"SMI South Media Investments SA",81%
Empresa,IESA,"Participa en",Empresa,"AS Minor SA",96.19%
Empresa,IESA,"Participa en",Empresa,"Auto Sports SA",95.5%
Empresa,IESA,"Participa en",Empresa,"Canal Rural Satelital SA",25%
Empresa,IESA,"Participa en",Empresa,"Carriersat SA",6%
Empresa,IESA,"Participa en",Empresa,"Torneos Network SA",50%
Empresa,IESA,"Participa en",Empresa,"TRISA Tele Red Imagen SA",50%
Empresa,IESA,"Participa en",Empresa,"TSC Televisión Satelital Codificada SA",50%
Empresa,IESA,"Participa en",Empresa,"TST Telelevisión Digital Satelital Codificada SA",50%
Empresa,IESA,"Pertenece a",Holding,"Grupo Clarín S.A.",96.2%
Empresa,IESA,"Pertenece a",Holding,"Grupo Clarín S.A.",99.9%
Empresa,IESA,"Pertenece a",Empresa,"Inversora de Eventos SA",100%
Empresa,"IGD SA","Participa en",Medio,"El Patagónico",100%
Empresa,"IGD SA","Pertenece a",Holding,"SMI South Media Investments SA",100%
Empresa,"Imagen Radial SA","Pertenece a",Empresa,"Medios y Participaciones SA",95%
Empresa,"IMC Radios SA","Participa en",Medio,"ASPEN 102.3",0%
Empresa,"IMC Radios SA","Participa en",Empresa,"Corporación Argentina de Radiodifusión SA",45%
Empresa,"IMC Radios SA","Participa en",Empresa,"Media Investments SA",95%
Empresa,"IMC Radios SA","Pertenece a",Empresa,"HFS Media SA",5%
Empresa,"IMC Radios SA","Pertenece a",Holding,"Inversora de Medios y Comunicaciones SA",95%
Empresa,Impripost,"Participa en",Empresa,Impripost,100%
Empresa,Impripost,"Pertenece a",Empresa,Impripost,100%
Empresa,"Indalo Media &#8211; Grupo Ceibo","Participa en",Empresa,"Indalo Media - Grupo Ceibo",100%
Empresa,"Indalo Media &#8211; Grupo Ceibo","Pertenece a",Empresa,"Indalo Media - Grupo Ceibo",100%
Empresa,"Infomedia Producciones SA","Participa en",Medio,Bacanal,100%
Empresa,"Infomedia Producciones SA","Participa en",Medio,"El Federal",100%
Empresa,"Infomedia Producciones SA","Participa en",Medio,"El Tradicional",100%
Empresa,"Infomedia Producciones SA","Participa en",Medio,Infocampo,100%
Empresa,"Infomedia Producciones SA","Participa en",Medio,Infomedia,100%
Empresa,"Infomedia Producciones SA","Participa en",Medio,"Pulso Urbano",100%
Empresa,"Infomedia Producciones SA","Participa en",Medio,"Revista el Gourmet",100%
Empresa,"Infomedia Producciones SA","Pertenece a",Empresa,"Radiodifusora Metro SA",50%
Empresa,"Infomedia Producciones SA","Pertenece a",Empresa,"Radiodifusora Metro SA",100%
Empresa,"Instituto de Ayuda Económica Mutual","Participa en",Empresa,"Instituto de Ayuda Económica Mutual",100%
Empresa,"Instituto de Ayuda Económica Mutual","Pertenece a",Empresa,"Instituto de Ayuda Económica Mutual",100%
Empresa,"Instituto Superior Octubre","Participa en",Medio,"ISO - Instituto Superior Octubre",100%
Empresa,"Instituto Superior Octubre","Pertenece a",Medio,"SUTERH - Sindicato Unico de Trabajadores de Edificios de Renta y Horizontal",95%
Empresa,"Instituto Superior Octubre","Pertenece a",Medio,"Víctor Santa María",5%
Empresa,"Interwa SA","Participa en",Medio,Interpatagonia.com,100%
Empresa,"Interwa SA","Participa en",Medio,Interpatagonia.net,100%
Empresa,"Interwa SA","Participa en",Medio,"Viajes y Reservas",100%
Empresa,"Interwa SA","Participa en",Medio,Welcome,100%
Empresa,"Interwa SA","Pertenece a",Empresa,"CMD SA",80%
Empresa,"Inversora de Eventos SA","Participa en",Empresa,IESA,100%
Empresa,"Inversora de Eventos SA","Pertenece a",Holding,"Grupo Clarín S.A.",99.9%
Empresa,"IPESA SA","Participa en",Medio,"Grupo Lerner",100%
Empresa,"IPESA SA","Participa en",Empresa,"Producciones Publiexpress SA",100%
Empresa,"IPESA SA","Participa en",Empresa,"Publicaciones Publiexpress SA",100%
Empresa,"IPESA SA","Pertenece a",Empresa,"Eduardo Lerner",100%
Empresa,"Jorge Estornell SA","Participa en",Medio,"Canal 8 San Juan",100%
Empresa,"Jorge Estornell SA","Participa en",Medio,"El Siete",100%
Empresa,"Jorge Estornell SA","Participa en",Medio,"FM Nuestra",100%
Empresa,"Jorge Estornell SA","Participa en",Medio,"Radio Calingasta",100%
Empresa,"Jorge Estornell SA","Participa en",Medio,SANJUAN8.COM,100%
Empresa,"Jorge Estornell SA","Pertenece a",Empresa,"Uno Multimedios SA",88.4%
Empresa,"Junín TV SA","Participa en",Medio,"Canal 10 Junín",100%
Empresa,"Junín TV SA","Pertenece a",Empresa,"América Inversora SA",67.75%
Empresa,"Junín TV SA","Pertenece a",Empresa,"América Medios SA",17.25%
Empresa,"Junín TV SA","Pertenece a",Empresa,"Antranik Eurnekian",15%
Empresa,"La Corte SA  Prensa Satelital SA","Participa en",Medio,"La Corte",100%
Empresa,"LA GACETA S.A.","Participa en",Medio,lagaceta.com.ar,100%
Empresa,"LA GACETA S.A.","Participa en",Medio,lagacetasalta.com.ar,100%
Empresa,"LA GACETA S.A.","Participa en",Medio,lagacetashop.com.ar,100%
Empresa,"LA GACETA S.A.","Pertenece a",Medio,"Alberto García Hamilton",100%
Empresa,"La Política Online S.A.","Pertenece a",Medio,"Ignacio Fidanza",100%
Empresa,"La Prensa SA","Participa en",Medio,"AM 1620",100%
Empresa,"La Prensa SA","Participa en",Medio,"La Prensa",100%
Empresa,"La Prensa SA","Pertenece a",Medio,"Lauro Laiño",89.22%
Empresa,"La Prensa SA","Pertenece a",Medio,"Marcelo Pasetti",10.78%
Empresa,"La Quinta Columna SA","Participa en",Medio,BIGBANGNEWS.COM,100%
Empresa,"La revista de Susana","Pertenece a",Empresa,"Grupo Q SA",50%
Empresa,"La revista de Susana","Pertenece a",Empresa,"SA La Nación",50%
Empresa,"La Voz del Interior SA","Participa en",Medio,"Ciudad X",100%
Empresa,"La Voz del Interior SA","Participa en",Medio,"Contenidos Mediterranos SA",100%
Empresa,"La Voz del Interior SA","Participa en",Medio,"La Voz del Interior",100%
Empresa,"La Voz del Interior SA","Participa en",Medio,"Mundo D",100%
Empresa,"La Voz del Interior SA","Participa en",Medio,VOS,100%
Empresa,"Latin American Sports SA","Participa en",Medio,"Golf Channel Latin America",100%
Empresa,"Latin American Sports SA","Pertenece a",Empresa,"Torneos y Competencias SA en sociedad con DirecTV Latin America Inc",100%
Empresa,"LC Producciones SA","Participa en",Medio,Pampa,100%
Empresa,"LC Producciones SA","Pertenece a",Empresa,"Televisión Federal - Telefe SA",50%
Empresa,"LS4 Radio Continental SA","Participa en",Medio,Continental,0%
Empresa,"LS4 Radio Continental SA","Participa en",Medio,Continental,100%
Empresa,"LS4 Radio Continental SA","Participa en",Medio,"Los 40 Principales",0%
Empresa,"LS4 Radio Continental SA","Participa en",Medio,"Los 40 Principales",100%
Empresa,"LS4 Radio Continental SA","Pertenece a",Empresa,"Corporación Argentina de Radiodifusión SA",30%
Empresa,"LS4 Radio Continental SA","Pertenece a",Empresa,"GLR Services Inc.",70%
Empresa,"Magna Inversora SA","Pertenece a",Holding,"Grupo Clarín S.A.",100%
Empresa,"Man Press SA","Participa en",Medio,"Diario Popular",100%
Empresa,"Man Press SA","Participa en",Medio,"Grupo Fascetto",100%
Empresa,"Man Press SA","Participa en",Medio,"Noticias Argentinas",100%
Empresa,"Man Press SA","Pertenece a",Medio,"Francisco Fascetto",50%
Empresa,"Man Press SA","Pertenece a",Medio,"Jorge Fascetto",50%
Empresa,"Manucorp SA","Participa en",Medio,"Veintitres - www.veintitres.com.ar",100%
Empresa,"Manucorp SA","Pertenece a",Empresa,"Editorial Sarmiento SA",100%
Empresa,"Mareuba SA","Pertenece a",Empresa,"Grupo TV-SA",100%
Empresa,"Marketing y Publicidad SRL","Participa en",Medio,"Diario Show - www.diarioshow.com",100%
Empresa,"Marketing y Publicidad SRL","Participa en",Medio,"Don Balón - www.donbalon.com",100%
Empresa,"Marketing y Publicidad SRL","Pertenece a",Empresa,"Alta Densidad SRL",100%
Empresa,"Media Investments SA","Participa en",Medio,ARPEGGIO,0%
Empresa,"Media Investments SA","Pertenece a",Empresa,"IMC Radios SA",95%
Empresa,"Media Investments SA","Pertenece a",Holding,"Inversora de Medios y Comunicaciones SA",5%
Empresa,"Medios de Comunicación Entre Ríos SA","Participa en",Medio,"La Red Paraná",100%
Empresa,"Medios de Comunicación Entre Ríos SA","Participa en",Medio,"La semana",100%
Empresa,"Medios de Comunicación Entre Ríos SA","Participa en",Medio,"Uno Entre Ríos",100%
Empresa,"Medios de Comunicación Entre Ríos SA","Pertenece a",Empresa,"Uno Multimedios SA",100%
Empresa,"Medios de Comunicación Entre Ríos SA  Mario Chesini","Participa en",Medio,LT39NOTICIAS.COM.AR,100%
Empresa,"Medios de Comunicación Entre Ríos SA  Mario Chesini","Pertenece a",Empresa,"Uno Multimedios SA",100%
Empresa,"Medios de Comunicación Santa Fé SA","Participa en",Medio,"UNO Santa Fé (discontinuado como diario)",100%
Empresa,"Medios de Comunicación Santa Fé SA","Pertenece a",Empresa,"Multimedios La Capital SA",100%
Empresa,"Medios del Interior SA","Pertenece a",Holding,"Grupo ELING",100%
Empresa,"Medios y Participaciones SA","Participa en",Empresa,"Imagen Radial SA",95%
Empresa,"Medios y Participaciones SA","Participa en",Empresa,"Radio Productora 2000 SA",95%
Empresa,"Medios y Participaciones SA","Pertenece a",Holding,"SMI South Media Investments SA",70%
Empresa,"Megavision Santiago SA","Participa en",Medio,"Express Santiago Del Estero",100%
Empresa,"Megavision Santiago SA","Participa en",Medio,"FM Express 96.1",100%
Empresa,"Megavision Santiago SA","Participa en",Medio,"NE Notiexpress",100%
Empresa,"Megavision Santiago SA","Pertenece a",Empresa,"Grupo TV-SA",100%
Empresa,"Mercurio SA","Participa en",Medio,"Tarjeta Sol",100%
Empresa,"Mercurio SA","Pertenece a",Holding,"Grupo ICK S.A.",100%
Empresa,"Metropoli Publicidad Exterior SRL  VP Inversora SA","Pertenece a",Empresa,"Uno Multimedios SA",100%
Empresa,"MTV Networks Argentina SRL","Participa en",Medio,"Comedy Central",100%
Empresa,"MTV Networks Argentina SRL","Participa en",Medio,MTV,100%
Empresa,"MTV Networks Argentina SRL","Participa en",Medio,Nickelodeon,100%
Empresa,"MTV Networks Argentina SRL","Participa en",Medio,"Paramount Channel",100%
Empresa,"MTV Networks Argentina SRL","Participa en",Medio,VH1,100%
Empresa,"MTV Networks Argentina SRL","Participa en",Empresa,"VIMN The Americas",100%
Empresa,"MTV Networks Argentina SRL","Participa en",Medio,"VIMN The Americas - VIACOM INTERNATIONAL MEDIA NETWORKS THE AMERICAS",100%
